view,like,danmaku,reply,favorite,coin,share,point
1587320,96637,15356,5843,7370,38960,1683,1194112
1485054,35859,3635,7400,10411,12986,32668,1075348
1597911,107129,11818,3790,12224,47276,1335,1066222
1420690,71273,36379,4493,3776,17999,1454,996479
1892148,89011,27345,8464,40612,69974,85097,1658974
1603421,97234,15460,5880,7416,39193,1704,1201578
1504717,36132,3659,7360,10485,13092,32781,1082993
1614357,107653,11912,3800,12313,47556,1340,1072518
1442386,71842,36868,4508,3798,18145,1472,1006182
1259315,32038,4378,7709,7671,11156,32745,965611
1476706,82961,2549,3231,9717,39462,11745,963520
782484,85084,6764,5211,21262,63130,1792,949474
752711,78137,7159,2203,32997,102132,2409,932960
1106847,48067,517,1201,19733,5559,14397,891191
1024928,81691,8658,2393,12107,36811,1446,845265
1256857,24296,1243,713,9500,4047,1199,776837
692700,62408,4100,1457,23033,62819,1092,776040
704804,44299,5679,7581,6788,23264,1607,759968
649758,68726,4766,1153,21753,57351,1525,749775
1105273,42553,8274,2045,2318,14892,797,735795
735876,91164,5758,1667,18279,71486,7050,720592
748444,62110,3803,1194,17012,42364,5360,719544
1037943,622,3283,4968,9,11324,821,686709
338112,38180,782,1280,30588,46460,3970,672623
748079,24153,5513,868,4465,14250,1037,603523
666027,99002,5209,1498,10526,69356,2007,591517
345936,47691,3441,2181,25270,63101,7004,590356
1252326,9214,1778,3739,3085,825,17408,571141
718404,40423,1215,1070,6765,27970,1790,555271
454230,54350,3676,1119,18200,53838,1838,542731
598406,42737,3480,908,8334,28774,4430,520576
892255,26013,1893,1284,1613,4058,2272,505199
413240,11726,26128,5014,2011,5296,1805,502497
629005,41469,5232,1105,4500,25401,3243,501318
617933,16301,6787,986,2134,9939,638,485787
558701,10031,2159,898,7862,3043,9568,476699
630671,27694,2039,1759,2205,3644,712,469450
581581,27676,6140,1494,1698,6656,953,461029
450481,23017,4402,1110,7662,16362,2752,460806
339147,20217,4177,4316,12719,10234,8145,460007
377296,28756,4800,1302,8984,13903,2833,447385
385484,20605,3698,2241,11234,16982,3626,442342
363648,16279,8023,1090,7031,13041,1320,417887
434827,44711,4585,2259,6773,65827,498,416620
469780,17277,12425,2020,3545,10804,2250,410096
456282,12861,1156,1993,5871,1087,5482,408003
361752,40395,5699,2109,10238,49833,1479,406500
1898310,89293,27407,8479,40749,70229,85292,1663195
1606660,97380,15496,5885,7427,39229,1708,1203097
1508825,36189,3667,7362,10499,13122,32803,1085162
1617943,107780,11933,3802,12335,47614,1340,1073948
1446372,71954,36959,4519,3798,18175,1476,1007988
1261659,32074,4389,7714,7684,11174,32762,966759
1482645,83184,2551,3238,9752,39578,11805,966512
788577,85523,6790,5237,21384,63451,1799,955328
763969,79073,7232,2211,33410,103376,2438,944285
1118090,48586,523,1212,20002,5625,14588,899866
1031306,82096,8694,2397,12177,36989,1450,848803
698785,62871,4139,1467,23194,63302,1103,781977
1261978,24381,1244,714,9522,4065,1205,779388
715498,44820,5765,7707,6870,23526,1627,771473
658834,69275,4816,1158,21928,57747,1542,757403
1108015,42628,8288,2051,2323,14932,797,737346
751999,92775,5883,1689,18593,72586,7183,733314
750249,62230,3807,1195,17045,42432,5374,721197
1043422,622,3290,4972,9,11370,826,689099
342130,38611,791,1288,30972,47014,4016,680707
749897,24181,5527,869,4465,14271,1037,604730
350026,48205,3465,2195,25589,63809,7092,597447
667981,99270,5224,1502,10552,69506,2008,592946
1260052,9273,1791,3746,3095,832,17461,571934
473429,56682,3806,1142,18992,56119,1936,567762
722609,40656,1226,1075,6807,28137,1806,558409
602204,42932,3488,914,8374,28931,4454,523572
903023,26308,1912,1294,1628,4103,2296,508944
414218,11740,26190,5022,2014,5304,1808,503451
629877,41497,5233,1105,4501,25416,3245,501849
627306,16494,6860,991,2151,10082,649,492903
561005,10065,2170,904,7885,3050,9602,478854
631787,27720,2043,1759,2209,3652,714,470051
342837,20384,4198,4353,12846,10307,8210,465122
585453,27817,6158,1495,1708,6698,960,463736
451309,23045,4412,1111,7677,16393,2756,461683
378344,28794,4812,1303,9010,13933,2838,448461
386409,20628,3702,2243,11258,17000,3632,443227
365367,16325,8057,1092,7060,13089,1322,419745
435702,44777,4592,2259,6777,65926,499,417282
471752,17323,12461,2023,3559,10842,2264,411640
362949,40523,5708,2111,10280,49982,1483,407757
363529,19612,1004,1120,10464,10030,1096,400738
330153,31546,2035,1535,11174,13611,3550,399644
331685,9011,290,568,10482,5986,438,393321
473646,34632,2512,2458,2156,8017,488,384296
391532,36916,1650,2883,5836,14441,2270,375226
313201,25545,1329,704,11011,16846,387,374904
452705,7579,55,226,7232,1471,7948,373153
410860,11576,1558,2835,2645,4490,419,364629
405078,26346,748,513,6954,10270,676,353455
307036,15616,7500,2889,3562,6781,3459,352466
405804,5773,2565,763,5102,1199,4561,349339
381167,35794,7208,1197,3793,10760,2190,336097
419680,38,9014,1439,40,1389,160,326014
369563,11514,3597,1419,3900,7352,3686,322189
355441,10322,1448,1844,3368,1394,462,311493
357690,47619,1284,1391,3825,13836,795,311209
366973,20177,1493,1405,2158,7099,1217,302841
340476,9932,428,809,5181,6746,9254,301742
331726,27304,1721,611,4813,15308,1042,295588
316466,31611,1692,1232,4129,10126,1062,291793
343998,13725,2256,379,1332,8838,369,280575
451820,4166,712,287,2867,554,3791,276816
216410,20906,2751,1803,6471,7151,1580,276091
287423,20745,2166,1043,4108,18810,895,271149
94138,5091,218,217,14224,3892,206,268620
418324,16910,744,614,783,3623,246,267505
295791,9098,779,1659,1891,7979,5265,259940
363834,20115,1632,781,1389,3121,592,258906
345805,6194,767,2290,1047,570,7917,257006
317734,24108,2009,813,2262,13537,552,254129
257151,10040,4927,2171,2529,3454,925,249939
233255,6388,1107,776,3827,4208,483,246690
317023,20313,1775,924,1418,5166,2593,246640
290826,22193,1925,1109,2654,8258,928,246409
137041,9562,172,268,11987,4037,278,241633
356474,20595,982,650,1109,2302,310,241466
240817,11794,721,999,4726,2816,870,237819
277148,4473,2176,1467,2087,811,4792,237769
278586,9857,382,452,3988,3931,1062,235785
217433,22303,2492,969,5786,5907,378,227470
295445,1715,865,2087,619,546,1595,224794
296645,17955,2984,880,1564,3517,342,223774
345081,14439,619,314,1892,1820,131,219225
201892,17813,572,606,5136,8913,4455,219219
193141,11984,669,1484,1970,5319,359,218795
275942,5866,300,804,2229,1339,2445,218617
147363,16385,2488,1336,8045,16110,5180,218047
283732,2712,1389,583,1893,215,2006,214524
313419,4323,584,1289,739,711,3777,214250
262184,4782,3603,942,669,1101,973,213036
240390,14474,769,1140,1738,5948,561,211699
167338,20030,840,750,5082,7652,917,209088
124813,9108,11892,1850,5815,9160,317,208716
192246,22314,1976,1514,2873,8737,678,206512
194067,9217,1309,637,5933,8722,1019,206357
245244,24213,4013,776,1875,3937,210,206351
165482,10563,418,558,7382,9701,9184,206245
245978,8407,186,375,4026,4161,4499,204573
1907456,89736,27573,8500,40955,70619,85561,1670996
1611282,97579,15538,5897,7437,39306,1710,1205961
1514807,36273,3672,7370,10517,13150,32832,1088145
1622647,107945,11958,3806,12346,47688,1341,1076254
1452023,72112,37048,4529,3806,18206,1477,1011647
1490963,83508,2560,3243,9788,39743,11849,971312
1264990,32121,4395,7721,7698,11191,32777,968602
797482,86208,6872,5301,21564,63969,1812,966394
777606,80266,7319,2233,33932,104972,2487,963801
1131774,49148,524,1221,20309,5715,14774,913656
1040109,82599,8740,2402,12252,37209,1456,855082
706935,63498,4183,1479,23438,63970,1115,792461
730395,45483,5899,7929,6953,23918,1660,792084
1269066,24486,1246,715,9564,4077,1207,782503
669604,69913,4885,1163,22116,58317,1564,770406
1910845,89864,27633,8508,41019,70728,85656,1673229
1613008,97645,15550,5902,7442,39335,1710,1206829
1516965,36312,3676,7372,10523,13165,32846,1089081
1624373,108004,11967,3810,12350,47720,1342,1076898
1454079,72180,37075,4537,3810,18223,1479,1012610
1494006,83628,2561,3245,9804,39819,11867,972473
800323,86430,6899,5325,21617,64136,1819,969346
1266240,32131,4395,7726,7704,11194,32782,969080
782736,80693,7375,2238,34125,105508,2500,968760
1136599,49356,527,1225,20425,5749,14832,917094
1043493,82801,8767,2404,12288,37314,1457,857008
735925,45681,5946,8030,6987,24028,1675,797695
710047,63688,4200,1484,23510,64187,1121,795156
1271711,24526,1246,716,9588,4080,1207,783820
673669,70127,4910,1164,22180,58522,1567,773836
784390,95719,6044,1728,19204,74650,7461,763332
1113161,42744,8319,2053,2330,14977,798,739971
753540,62457,3821,1197,17113,42591,5393,724380
1053922,623,3307,4989,9,11453,828,694539
510700,60297,3996,1173,20208,59600,2077,615327
358292,49241,3522,2234,26209,65140,7257,613987
753497,24228,5536,870,4477,14307,1037,607328
671858,99755,5259,1510,10595,69768,2011,596653
1278558,9404,1813,3777,3127,845,17597,576314
731442,41109,1253,1091,6877,28476,1835,566144
610263,43262,3527,920,8449,29154,4518,530624
925178,26884,1959,1315,1654,4192,2343,520198
644906,16850,6995,1004,2192,10314,665,507568
416250,11768,26287,5043,2016,5322,1812,506029
631529,41572,5246,1105,4509,25465,3254,502965
565011,10118,2192,909,7933,3066,9642,483260
350012,20719,4265,4433,13076,10476,8291,475889
634164,27766,2044,1760,2213,3661,716,470851
593092,28057,6222,1505,1717,6759,966,469781
452976,23094,4417,1117,7700,16448,2766,463554
380807,28880,4841,1305,9069,14012,2853,451718
388398,20693,3709,2245,11295,17059,3646,445315
368698,16403,8109,1105,7106,13155,1327,424262
437268,44919,4604,2260,6803,66144,499,418985
427732,39971,1765,3040,6357,15628,2465,417359
475722,17441,12508,2029,3591,10898,2285,415319
365806,40769,5732,2116,10361,50262,1493,411164
370916,19796,1019,1131,10614,10117,1110,408878
333309,31778,2038,1540,11293,13731,3594,404261
488200,35680,2593,2525,2219,8256,504,396839
334499,9037,292,569,10508,6001,439,395767
458110,7678,55,229,7329,1494,8043,378537
314364,25580,1329,704,11015,16856,390,375820
416587,11738,1568,2865,2681,4547,423,370241
420175,27315,766,525,7183,10657,700,367803
308112,15637,7515,2897,3569,6795,3476,353727
1920360,90203,27778,8543,41196,71020,85929,1679085
1617209,97809,15575,5919,7454,39394,1711,1208906
1521739,36370,3682,7381,10535,13184,32874,1090736
1628291,108146,12009,3815,12369,47798,1343,1078649
1458842,72311,37153,4553,3814,18259,1484,1014966
793850,81548,7493,2258,34498,106658,2534,979686
807592,86944,6956,5363,21737,64505,1830,976300
1500725,83842,2568,3257,9833,39920,11898,975483
1269222,32178,4398,7732,7709,11207,32803,969850
1150035,49860,529,1236,20673,5820,15003,925450
1050638,83172,8804,2410,12359,37466,1465,861173
750898,46160,6070,8247,7059,24345,1702,811497
717627,64151,4254,1493,23676,64622,1132,801334
1278620,24629,1249,718,9629,4109,1214,786252
682279,70587,4961,1169,22328,58891,1576,781089
803132,97295,6136,1746,19514,75751,7631,775854
1116444,42813,8331,2053,2331,14999,799,741149
756032,62598,3827,1200,17159,42667,5416,726304
1060637,625,3323,4997,11,11502,831,697246
533859,62312,4139,1196,20796,61437,2170,637071
363220,49817,3543,2251,26565,65916,7330,621451
755624,24262,5543,861,4481,14330,1040,607708
674895,100087,5276,1512,10631,69970,2015,598667
1288769,9462,1820,3804,3138,852,17684,577417
737319,41417,1266,1097,6930,28714,1854,569915
615304,43475,3549,928,8503,29276,4558,534077
939210,27248,1989,1327,1684,4277,2380,526998
655321,17017,7066,1013,2198,10411,671,514039
417647,11790,26354,5055,2023,5341,1819,507373
632615,41605,5249,1105,4515,25489,3256,503609
567486,10157,2206,913,7956,3077,9671,484994
354205,20891,4298,4504,13182,10556,8344,481156
598279,28196,6259,1516,1728,6814,973,472729
635506,27805,2047,1760,2214,3670,716,471358
454165,23128,4428,1117,7719,16475,2770,464580
382387,28942,4850,1305,9104,14056,2860,453407
448499,41484,1855,3148,6602,16256,2576,434761
370877,16458,8140,1108,7140,13209,1333,426404
438386,44998,4621,2264,6814,66262,500,419968
478569,17497,12565,2034,3614,10938,2289,417448
375688,19923,1029,1136,10717,10162,1121,413211
367736,40919,5741,2118,10412,50425,1497,413097
335374,31905,2044,1542,11358,13797,3617,406317
497142,36355,2635,2568,2257,8401,509,403364
336350,9050,295,570,10539,6016,442,397169
461464,7745,55,230,7383,1508,8099,381221
432179,27991,786,541,7352,10936,722,376991
315099,25607,1330,704,11016,16864,390,376180
419811,11815,1577,2889,2700,4573,424,372814
308808,15660,7535,2906,3577,6812,3482,354554
384344,36013,7249,1197,3823,10826,2199,338738
427143,38,9100,1460,43,1409,165,331920
375461,11669,3662,1433,3969,7447,3741,327769
369809,10670,1500,1923,3500,1436,475,325098
367974,48474,1306,1401,3914,14082,819,320071
347146,28049,1771,625,4949,15719,1078,308675
344943,10070,436,813,5250,6832,9367,306012
369769,20266,1496,1409,2169,7126,1223,304728
314787,22429,2325,1095,4468,20624,1032,301189
319711,31826,1699,1245,4175,10203,1069,295230
168732,20295,3132,4040,8948,17964,4930,294385
471902,4425,734,299,3026,590,3976,293004
346958,13805,2266,380,1340,8895,371,282643
219400,21051,2784,1808,6557,7219,1588,279929
98092,5212,221,223,14661,4008,209,278988
421552,17006,745,617,785,3645,247,268802
299612,9171,785,1675,1899,8042,5303,262668
309014,10468,227,437,4914,5080,5526,262142
366056,20205,1646,787,1392,3132,595,260573
302089,10794,412,503,4336,4463,1153,259163
347718,6213,770,2296,1051,574,7927,258131
318817,24192,2012,813,2266,13569,554,254934
225789,11340,1532,766,7303,10795,1301,254276
168272,18607,2748,1472,9096,18302,5980,254047
261549,10154,4996,2192,2556,3502,937,253923
201171,24034,955,851,5956,9275,1089,252265
261963,26699,2660,1234,3651,7721,249,251851
320333,20558,1786,930,1434,5217,2607,249350
235465,6427,1120,778,3858,4239,486,248966
292089,22256,1929,1099,2661,8283,933,247355
139299,9646,176,270,12097,4069,280,245226
360463,20745,994,652,1118,2328,314,243504
245161,12047,728,1023,4808,2865,880,242622
185852,22509,10523,1410,4215,17128,1182,238183
219090,22363,2498,974,5795,5929,382,228739
300370,1727,874,2101,629,548,1614,228374
201008,12334,692,1529,2020,5497,380,227635
286588,6015,321,819,2284,1373,2503,226115
354248,14769,629,319,1927,1858,133,224725
297909,17999,2990,881,1569,3526,342,224580
295056,2868,1456,600,1970,223,2088,222997
203316,17892,574,606,5164,8950,4480,220642
323113,4433,601,1310,753,728,3849,220330
174512,11122,441,586,7786,10251,9711,219622
246234,14790,785,1158,1772,6045,567,217182
264652,4804,3622,945,672,1105,976,214550
127377,9223,12006,1873,5891,9271,323,212372
227500,13727,2336,642,3046,10443,2917,212310
193631,22461,1985,1515,2891,8782,680,207847
247172,24312,4022,777,1887,3964,211,207617
1924492,90324,27835,8568,41254,71124,86028,1682132
1619516,97899,15588,5922,7460,39424,1714,1209977
1524520,36413,3688,7392,10552,13203,32890,1091998
1630521,108224,12022,3817,12376,47836,1345,1079678
1461293,72389,37190,4556,3814,18282,1485,1016174
799688,82000,7545,2270,34703,107276,2546,986247
811655,87202,6985,5385,21810,64738,1837,980718
1504196,83964,2574,3261,9845,39980,11913,977273
1270655,32201,4403,7735,7715,11215,32820,970444
1155732,50077,531,1238,20762,5853,15068,929736
1054428,83347,8829,2411,12389,37517,1471,863759
759409,46426,6141,8358,7097,24511,1720,819825
720961,64365,4267,1505,23757,64844,1140,804764
1283417,24696,1250,719,9664,4126,1221,788424
687233,70850,4998,1171,22422,59118,1584,785905
812762,98107,6172,1757,19677,76287,7709,783274
1118217,42851,8343,2054,2333,15008,799,742033
757354,62697,3847,1200,17177,42730,5423,727365
1064668,629,3328,5001,11,11538,832,698587
545758,63271,4199,1212,21066,62334,2214,649428
365828,50091,3573,2258,26719,66265,7372,625773
756768,24274,5544,861,4487,14336,1041,608277
676508,100260,5286,1514,10655,70089,2015,600013
1294503,9508,1830,3808,3148,853,17731,577999
740773,41588,1269,1101,6965,28833,1864,572386
617625,43566,3561,930,8519,29322,4585,535886
946523,27425,2003,1332,1705,4309,2393,531196
660361,17107,7099,1015,2207,10472,677,517493
418438,11799,26384,5061,2024,5341,1819,508144
633226,41631,5250,1105,4514,25513,3259,504020
568687,10169,2213,913,7964,3080,9679,486111
356243,20977,4325,4546,13243,10610,8378,484515
600621,28264,6269,1521,1732,6828,975,474627
636299,27833,2049,1760,2216,3670,717,471504
454743,23142,4431,1118,7721,16487,2772,465093
383356,28990,4861,1307,9124,14088,2864,454374
460201,42361,1879,3207,6751,16586,2640,446035
371972,16482,8154,1111,7147,13235,1336,427560
438888,45044,4631,2264,6822,66333,501,420493
479793,17521,12588,2035,3619,10956,2292,418350
378561,19981,1039,1139,10760,10187,1125,415941
368991,41027,5752,2120,10449,50544,1504,414281
336390,31973,2051,1545,11392,13840,3634,407494
502187,36702,2677,2591,2279,8492,512,407260
337350,9066,294,571,10551,6026,442,398052
463283,7777,55,231,7424,1513,8129,382786
437733,28287,799,542,7435,11075,729,382045
315483,25620,1330,704,11018,16872,391,376390
421410,11854,1578,2892,2711,4594,424,374190
309162,15666,7539,2910,3581,6818,3483,355047
384890,36060,7256,1197,3828,10838,2201,339142
428671,38,9130,1460,43,1411,166,333122
376584,11692,3673,1440,3981,7455,3754,328957
372258,10733,1504,1931,3517,1449,478,327349
369914,48628,1306,1406,3928,14115,823,321547
182570,21574,3296,4247,9554,19019,5169,320114
350009,28186,1781,628,4965,15785,1085,311036
345681,10089,436,815,5260,6844,9393,306776
319389,22691,2341,1105,4520,20881,1049,305960
370460,20292,1496,1411,2174,7138,1224,305231
320449,31866,1700,1245,4183,10215,1071,295867
475272,4458,742,301,3054,596,4014,294875
347549,13816,2267,380,1339,8907,371,282790
99329,5249,222,223,14785,4042,212,281803
220150,21089,2790,1808,6579,7239,1589,280790
289492,28862,2872,1281,3993,8421,269,279379
321342,10871,236,453,5100,5276,5727,272929
422321,17018,745,617,785,3648,247,269033
175094,19278,2838,1512,9449,18984,6247,265101
307333,10995,417,528,4413,4612,1169,264346
231296,11692,1566,788,7506,11132,1352,261738
366632,20225,1650,788,1394,3136,595,260834
206079,24570,982,866,6106,9533,1118,258499
348151,6215,770,2297,1051,574,7928,258273
319059,24213,2012,813,2268,13575,554,255098
262337,10169,5018,2199,2563,3506,943,254855
195397,23358,10913,1448,4407,17847,1238,250098
321403,20610,1792,933,1437,5229,2613,249969
236000,6438,1122,778,3864,4249,487,249554
292291,22269,1931,1101,2662,8286,934,247522
139796,9663,176,270,12122,4083,280,245984
361227,20769,995,652,1116,2332,315,243970
245971,12107,733,1027,4825,2879,881,243469
