view,like,danmaku,reply,favorite,coin,share,point
355608,3904,871,113,2072,475,1269,214106
241293,7950,997,1360,2451,1057,323,213809
195844,17480,568,596,4994,8684,4347,213131
256607,8094,4204,688,1125,4547,269,210724
1780037,84521,25961,8077,38088,65800,81625,1575036
1922018,66966,21479,10572,28967,15922,38580,1562757
1549883,95330,15113,5752,7286,38417,1626,1175245
1435615,35050,3553,7230,10178,12659,32323,1048895
1556397,105482,11662,3757,12004,46379,1276,1045721
1364985,69707,35237,4397,3708,17471,1363,966925
1218955,31429,4273,7584,7517,10920,32456,943478
1354728,78718,2451,3111,9163,37361,10948,902690
1014625,45031,2146,780,18829,26844,13297,860000
689268,78003,6080,4699,19370,57526,1633,847906
905559,75015,8081,2267,11080,33807,1295,768208
931969,41318,451,1098,16089,4474,12098,757476
1173656,23182,1195,682,8993,3813,1112,740793
542279,62339,5979,1851,26419,81595,1786,711218
1030769,40901,8008,2014,2243,14301,732,700154
701386,59173,3605,1148,16066,40352,4970,678138
571198,55102,3745,1292,20017,55582,914,661000
930723,603,3145,4775,9,10553,767,637134
495361,57655,4074,1015,18299,47896,1180,598184
591697,96443,3459,2544,13220,158447,775,595922
717312,23678,5445,855,4375,13925,993,584552
442014,27325,788,494,21040,14446,749,581060
626217,94321,5013,1459,10065,66204,1905,560398
274381,31574,649,1104,24984,38009,3266,545259
608161,67946,1313,979,9752,72832,813,521832
1062442,7818,1534,3166,2699,706,15781,512323
645506,36619,1133,993,6146,25140,1560,504172
611056,40805,5166,1091,4434,24947,3132,489461
391985,11412,25130,4929,1930,5099,1748,479987
444893,18547,6443,2318,5502,17621,3287,473362
480531,29668,14113,1430,3788,16500,933,466138
612040,27332,2016,1733,2158,3550,685,460613
523113,39644,3215,832,7607,26616,3891,460410
432823,22560,4304,1100,7478,15968,2645,446147
247589,37385,2716,1918,18732,49736,5474,432916
363967,28257,4674,1281,8730,13489,2766,432378
698421,21442,1536,1093,1352,3283,1897,430079
502898,9232,1870,814,7120,2800,8875,429147
365163,19944,3639,2199,10691,16403,3458,420603
483374,34224,5186,1145,5441,11494,810,419183
419526,43373,4467,2217,6588,63854,466,402701
440375,12339,1114,1954,5610,1037,5356,393349
445707,16701,11964,1976,3418,10467,2136,391684
357966,27162,3252,3957,4186,13293,792,381938
340070,38547,5472,2056,9627,47731,1356,381660
327631,15394,5864,1129,6526,12207,1201,376196
275830,17409,3654,3561,10826,8850,7347,373735
303541,25281,1304,704,10961,16694,358,367446
304151,8674,275,550,10003,5718,423,366604
444115,22872,5175,1326,1377,5274,730,360497
296092,29449,1895,1461,9887,12405,3173,356812
325051,52247,3796,1188,10292,40873,3611,344967
295509,15348,7365,2823,3472,6645,3350,341232
240416,18063,5288,1219,8182,11893,1951,326474
365786,34789,7015,1179,3670,10449,2124,323624
336276,16357,850,700,6969,15262,5335,319329
386648,6472,47,197,6125,1205,6899,316066
263124,16693,847,1031,8332,8810,818,302227
331953,9365,1385,2425,2118,3554,321,299229
217257,16262,816,508,10557,10409,3204,296281
364988,27130,2004,1955,1685,6186,363,294665
350841,19701,1463,1380,2095,6933,1189,292094
335957,6114,220,563,5102,798,9597,288377
368141,36,8229,1276,32,1231,143,286396
315560,9221,406,776,4764,6258,8640,279400
317807,10135,3270,1311,3344,6496,3250,277894
293575,30301,1586,1190,3869,9585,977,270967
285276,13839,2771,715,5547,4818,929,266594
322310,13163,2190,363,1298,8432,323,265655
404020,16460,725,600,767,3542,218,261358
297382,19509,590,403,5312,7475,486,259055
201261,20066,2621,1757,6059,6754,1500,257517
350946,19624,1612,766,1357,3027,575,251454
334432,6084,756,2278,1031,560,7819,250785
283136,8851,763,1571,1836,7767,5114,248151
814163,11449,462,956,1456,2413,479,246048
306366,23516,1967,807,2209,13238,525,244911
278620,25085,1080,721,3313,9459,996,243865
493577,1596,284,1258,1940,82,546,240469
280761,21779,1906,1119,2616,8103,903,238848
222545,6243,1042,761,3739,4076,473,236052
270787,4401,2156,1448,2046,797,4691,232333
268343,38817,1118,1275,3047,11084,602,232021
330242,19597,954,634,1057,2184,278,230199
228698,16974,1124,706,4728,8287,897,229290
166416,16266,2260,2603,3460,14020,107,229013
287321,8974,4527,716,1236,5072,321,227739
292782,18610,1678,872,1308,4742,2492,227471
147366,15419,4545,5472,3286,5516,206,225747
356560,3943,350,246,2262,556,126,223138
124059,8984,161,264,11226,3729,258,221567
290604,17780,2974,873,1550,3495,334,220310
207700,21995,2463,952,5721,5784,363,220270
77638,4430,190,195,11925,3255,183,219895
224821,9198,4486,1970,2289,3165,848,219340
258144,20746,2486,711,1779,8098,390,218772
246885,8119,1110,1379,2497,1077,330,216798
358994,3957,878,113,2105,483,1290,214338
196146,17493,569,598,5001,8689,4350,213302
266682,1551,813,1924,551,472,1455,204544
1787284,84814,26038,8098,38238,66014,81904,1582157
1927710,67200,21601,10589,29078,15981,38670,1567634
1553078,95444,15125,5759,7290,38470,1628,1177347
1438997,35117,3555,7237,10202,12695,32359,1051647
1560397,105652,11671,3760,12027,46464,1279,1048310
1369815,69856,35358,4404,3714,17512,1371,970271
1221526,31473,4276,7600,7523,10941,32485,945907
1362865,79044,2457,3113,9195,37527,11021,908807
1020426,45188,2155,782,18918,26947,13397,864310
695208,78494,6116,4731,19499,57874,1639,856279
913107,75479,8109,2275,11136,33997,1302,773926
943574,41791,456,1103,16348,4528,12277,771518
1180026,23271,1197,682,9031,3825,1120,743260
553370,63306,6055,1870,26855,82847,1824,727876
1036495,41046,8031,2017,2251,14353,735,703706
704783,59416,3615,1153,16127,40527,5003,682151
577377,55581,3765,1292,20204,56021,928,668938
937896,606,3153,4787,9,10611,770,642022
505535,58604,4119,1023,18600,48671,1216,613286
592720,96614,3467,2547,13232,158718,782,597261
444574,27550,795,498,21239,14548,760,587529
718726,23705,5451,855,4381,13938,997,585890
628819,94623,5026,1462,10089,66416,1915,563026
277446,31891,657,1111,25249,38367,3309,554174
609292,68068,1314,979,9774,72970,813,523223
1074827,7940,1557,3187,2733,715,15926,518672
649285,36846,1139,997,6183,25280,1577,507439
612331,40869,5167,1092,4436,24975,3146,490573
393378,11436,25216,4943,1937,5108,1755,482242
445611,18561,6448,2319,5509,17634,3290,474233
481551,29698,14121,1432,3793,16519,933,467237
527850,39900,3229,839,7659,26773,3934,466146
613075,27351,2018,1733,2158,3550,685,461212
434048,22601,4316,1102,7490,16004,2653,447581
251837,37852,2736,1930,19014,50321,5547,441019
706486,21649,1548,1097,1369,3312,1927,435934
506267,9282,1883,815,7170,2812,8929,433707
364648,28284,4681,1282,8745,13507,2769,433449
382767,28872,3409,4183,4421,14219,863,424226
366570,19983,3645,2201,10724,16448,3477,422364
484068,34250,5198,1148,5447,11508,814,419866
420010,43408,4472,2218,6591,63900,466,403369
441368,12379,1115,1956,5624,1039,5364,394388
446604,16733,11984,1978,3424,10486,2141,392638
342171,38728,5490,2059,9678,47930,1367,384290
279481,17598,3689,3602,10965,8962,7410,380625
329838,15460,5889,1132,6562,12251,1208,379327
357150,55668,3946,1222,11029,43616,3982,377921
455460,23358,5237,1341,1412,5392,749,371438
305674,8695,276,551,10028,5726,425,368460
304136,25294,1305,704,10967,16704,359,368043
298482,29656,1899,1467,9986,12511,3197,360653
296165,15376,7377,2834,3480,6662,3356,342045
241063,18093,5306,1219,8202,11918,1962,328059
366637,34845,7021,1179,3680,10462,2127,324659
390995,6553,47,198,6198,1217,6982,321284
337581,16402,853,701,6994,15303,5360,320614
267925,16856,857,1035,8443,8858,831,308588
336267,9490,1393,2391,2139,3596,330,303063
371120,27589,2046,1979,1717,6304,373,302086
219195,16389,821,508,10640,10504,3232,299708
351903,19737,1466,1383,2097,6939,1189,293221
371421,36,8278,1285,34,1239,144,289955
336637,6127,220,563,5113,800,9624,289077
316550,9253,408,778,4782,6275,8664,280913
320837,10215,3286,1314,3363,6531,3286,280864
289745,14073,2797,726,5666,4892,948,273314
294860,30366,1589,1195,3883,9602,978,272376
323819,13195,2197,366,1298,8452,324,266759
302396,19824,597,407,5375,7568,498,266040
405082,16502,725,600,769,3550,219,261913
202013,20119,2624,1758,6075,6771,1500,259244
309175,9606,4712,733,1295,5458,347,256069
351893,19665,1614,768,1358,3035,575,252022
335367,6089,757,2280,1031,562,7829,251607
283696,8865,763,1573,1839,7775,5119,248705
814374,11451,462,956,1456,2413,479,246184
307318,23567,1968,808,2213,13262,527,245948
279410,25154,1083,722,3322,9482,998,245013
275520,39677,1137,1291,3108,11355,613,240992
495992,1605,284,1259,1954,82,548,240857
281268,21800,1906,1119,2618,8111,903,239356
223152,6251,1043,761,3744,4082,473,236859
271230,4407,2159,1450,2051,798,4700,232621
230183,17110,1136,712,4755,8330,900,231950
331803,19658,955,634,1058,2189,279,231018
166580,16277,2264,2603,3464,14036,107,229192
362214,4027,352,247,2299,568,128,228947
293773,18694,1680,875,1313,4756,2498,228733
148442,15502,4576,5497,3317,5556,209,228560
124745,9021,161,266,11271,3747,259,223028
78268,4456,190,196,12023,3275,184,222356
251512,8258,1125,1408,2536,1096,334,221779
226822,9253,4516,1982,2299,3187,855,221711
208451,22038,2466,952,5732,5803,364,221046
290927,17790,2976,873,1551,3495,335,220549
258514,20768,2489,712,1781,8103,391,219185
362163,4014,881,113,2137,497,1320,216926
196370,17505,569,599,5007,8698,4354,213696
267844,1557,813,1927,552,474,1462,205055
1794676,85136,26133,8113,38406,66311,82184,1585357
1933635,67474,21677,10604,29221,16054,38781,1570114
1555879,95540,15149,5760,7297,38502,1632,1178293
1442291,35180,3562,7243,10213,12719,32395,1052946
1563873,105810,11687,3762,12044,46551,1283,1049537
1374592,69994,35464,4414,3722,17562,1375,971866
1223870,31522,4278,7608,7532,10957,32502,946934
1370382,79355,2466,3119,9229,37670,11070,911141
1026946,45407,2173,783,19027,27099,13487,866788
700469,78932,6147,4766,19607,58246,1652,860105
919883,75917,8135,2280,11194,34168,1309,776863
954015,42192,459,1111,16559,4586,12421,776746
1184807,23347,1198,683,9066,3834,1123,745316
564126,64268,6127,1882,27227,84077,1869,736414
1042095,41172,8046,2020,2256,14404,740,705343
707791,59611,3625,1155,16182,40650,5029,684058
583390,55938,3787,1294,20352,56368,938,672984
944264,606,3158,4805,9,10655,775,644272
514909,59449,4167,1025,18850,49388,1239,620308
593652,96774,3473,2547,13254,158981,782,597826
447437,27787,801,502,21413,14675,770,590220
720145,23732,5452,856,4383,13950,998,586531
631531,94966,5043,1462,10127,66616,1923,564274
280275,32192,662,1116,25495,38766,3343,557996
610227,68165,1320,984,9789,73076,813,523799
1087079,8031,1566,3211,2753,727,16052,519792
653221,37045,1145,1000,6205,25404,1592,509110
613445,40914,5172,1092,4444,25011,3147,491101
394675,11451,25258,4951,1943,5116,1757,483115
446233,18570,6449,2319,5513,17639,3295,474600
532356,40087,3258,842,7708,26884,3963,468743
482512,29715,14129,1432,3798,16538,933,467756
614055,27373,2018,1734,2160,3552,686,461244
435072,22628,4323,1101,7505,16025,2662,448212
256129,38312,2750,1944,19289,50855,5609,445021
406013,30344,3566,4413,4636,15037,911,442477
715229,21857,1562,1102,1381,3337,1949,439112
510273,9336,1895,816,7215,2830,8986,435318
365399,28312,4687,1283,8761,13527,2773,434014
367800,20027,3650,2206,10753,16487,3490,423139
484646,34278,5201,1148,5451,11515,816,420275
420410,43436,4473,2222,6595,63946,466,403616
386955,58773,4104,1260,11642,46071,4288,397508
442406,12419,1118,1961,5643,1043,5371,394950
447324,16753,11995,1979,3426,10502,2145,393171
344115,38892,5519,2063,9740,48112,1376,385621
283009,17789,3711,3636,11101,9058,7464,383935
331930,15537,5901,1134,6607,12306,1214,380811
466457,23797,5305,1354,1436,5493,774,376457
307167,8718,276,552,10057,5742,426,369490
304688,25303,1307,704,10968,16710,359,368383
300540,29807,1904,1473,10073,12601,3218,362670
296785,15390,7386,2839,3482,6672,3361,342681
241558,18122,5322,1221,8217,11945,1966,328688
367419,34903,7044,1181,3686,10479,2132,325090
395037,6610,48,199,6255,1231,7072,323443
338879,16446,853,702,7019,15346,5379,321366
272436,17000,861,1038,8526,8934,840,311601
376318,27973,2082,1999,1740,6410,383,305397
339903,9604,1399,2407,2170,3645,334,305010
220917,16486,826,509,10723,10585,3250,301364
352807,19772,1468,1385,2107,6955,1192,293712
374513,36,8301,1295,35,1249,144,291548
337111,6137,221,563,5126,802,9642,289421
324840,10335,3317,1319,3408,6614,3316,282254
317461,9274,414,778,4798,6286,8687,281505
293655,14262,2827,736,5744,4965,961,276563
296053,30440,1599,1198,3898,9627,981,273120
306430,20080,604,415,5430,7663,503,269048
330877,10205,4922,755,1378,5829,367,268034
325186,13226,2198,366,1300,8470,326,267432
406009,16536,727,601,769,3558,219,261968
202729,20170,2626,1759,6101,6804,1500,259850
352589,19702,1614,768,1361,3040,577,252390
336211,6100,758,2282,1031,562,7836,251687
284338,8876,764,1574,1839,7788,5131,249066
308065,23615,1971,808,2216,13293,530,246382
814589,11452,462,956,1456,2413,479,246195
280146,25215,1084,724,3329,9505,1000,245534
281852,40407,1144,1301,3159,11558,626,245224
498062,1615,285,1263,1964,82,552,241014
281789,21822,1906,1122,2620,8120,906,239624
223626,6260,1043,761,3747,4090,474,237192
231420,17209,1141,718,4780,8368,905,233132
271668,4409,2160,1451,2055,798,4704,232865
367643,4103,356,249,2320,585,132,231647
332972,19706,956,635,1058,2201,279,231075
149419,15559,4613,5521,3331,5582,210,229587
166739,16286,2266,2604,3464,14045,107,229306
294744,18794,1682,877,1316,4781,2501,229172
255219,8361,1145,1427,2574,1109,340,224383
78800,4477,192,196,12110,3304,184,223733
125421,9053,161,256,11312,3758,260,223689
228794,9302,4540,1992,2302,3200,859,222896
209029,22050,2467,952,5734,5807,365,221464
291168,17798,2976,873,1553,3498,335,220697
258826,20783,2489,712,1781,8110,391,219349
365214,4052,884,113,2154,504,1348,218522
196571,17526,569,599,5013,8706,4356,213874
269163,1567,816,1931,557,476,1472,205639
1803434,85544,26225,8141,38621,66648,82535,1596044
1940888,67797,21777,10646,29381,16139,38907,1578624
1559367,95700,15175,5769,7304,38558,1633,1180892
1446258,35280,3566,7257,10235,12765,32430,1055646
1568059,106013,11704,3762,12075,46661,1290,1052757
1380334,70172,35588,4419,3732,17624,1379,976632
1226577,31575,4288,7623,7547,10977,32526,949962
1379090,79716,2471,3127,9278,37850,11130,918496
1035372,45697,2177,786,19153,27286,13618,875526
706661,79473,6202,4803,19755,58654,1660,871420
965523,42677,463,1118,16843,4658,12612,792024
927907,76447,8169,2287,11277,34438,1319,785833
576847,65632,6223,1905,27776,85853,1927,759991
1191021,23433,1202,685,9114,3858,1127,750667
1048681,41319,8071,2021,2262,14441,741,711116
711942,59875,3642,1157,16259,40828,5067,689144
590508,56483,3809,1310,20568,56874,954,684430
951832,608,3169,4826,9,10722,780,651377
526179,60408,4238,1035,19127,50204,1262,638869
594674,96941,3477,2550,13282,159251,782,599524
450431,28033,810,504,21599,14817,781,598356
721773,23768,5454,857,4387,13961,1000,588391
283886,32632,679,1131,25878,39347,3387,569384
634678,95392,5053,1462,10165,66937,1931,568263
611304,68281,1320,986,9808,73211,813,525445
1102268,8176,1586,3256,2782,733,16206,522952
658063,37303,1151,1005,6258,25589,1606,514495
614793,40958,5175,1092,4449,25038,3158,492509
432320,31904,3738,4665,4865,15937,976,490048
396176,11466,25334,4964,1944,5126,1760,485722
537942,40367,3281,852,7773,27070,4006,475995
447111,18584,6455,2320,5519,17653,3297,475712
483670,29741,14147,1433,3804,16561,935,469337
615212,27403,2018,1737,2163,3564,687,462253
261177,38929,2769,1963,19647,51643,5694,458871
420256,62490,4312,1303,12401,49102,4622,454984
436306,22670,4328,1104,7521,16066,2671,449986
514979,9414,1992,825,7283,2850,9049,441283
725841,22119,1580,1106,1397,3366,1972,440782
366200,28338,4704,1285,8771,13552,2781,435573
369394,20085,3653,2212,10804,16523,3501,426015
485311,34305,5207,1148,5459,11525,816,421140
420951,43492,4479,2223,6604,64028,468,404472
443555,12464,1120,1967,5669,1046,5377,396993
448177,16786,12013,1980,3427,10516,2152,394236
287479,18014,3748,3687,11269,9139,7518,394225
479043,24319,5415,1367,1468,5626,803,391752
346091,39057,5535,2070,9803,48290,1389,389905
334113,15611,5918,1136,6652,12383,1217,385058
308880,8740,276,553,10078,5758,428,372356
305283,25325,1307,704,10971,16723,361,369195
303000,29975,1915,1481,10166,12685,3243,367881
297497,15406,7391,2844,3489,6678,3366,343912
242202,18151,5343,1223,8238,11978,1974,329999
399910,6688,50,199,6350,1256,7176,329966
368449,34970,7064,1181,3698,10498,2136,326416
340502,16498,854,704,7051,15397,5404,323745
277632,17197,868,1043,8638,8988,850,320453
382512,28458,2111,2020,1779,6511,392,313627
344479,9759,1407,2435,2207,3705,339,309256
222897,16626,830,512,10806,10661,3289,305816
354437,10841,5131,789,1431,6248,399,300091
378206,37,8367,1303,35,1262,146,295893
353809,19807,1470,1386,2109,6964,1194,295106
337766,6151,221,563,5136,806,9660,290398
328723,10484,3343,1332,3454,6714,3354,288635
298361,14502,2868,747,5840,5048,982,284938
318525,9313,414,780,4818,6316,8713,283272
310957,20400,612,422,5497,7776,508,276255
297501,30530,1614,1198,3919,9662,985,275348
326391,13261,2202,367,1302,8489,329,269198
407282,16579,727,601,772,3575,219,262847
203826,20245,2635,1763,6138,6843,1508,261660
289253,41233,1155,1316,3228,11791,642,256530
353551,19731,1615,768,1363,3045,579,253212
337211,6110,758,2282,1031,564,7840,251857
284931,8888,764,1574,1842,7794,5139,249917
308923,23659,1975,808,2219,13319,532,247529
281036,25300,1088,724,3343,9544,1001,246958
814782,11454,462,956,1456,2413,479,246222
282363,21849,1907,1124,2622,8123,907,240305
224233,6271,1048,762,3755,4106,474,238129
232918,17325,1146,724,4810,8422,916,235819
374440,4185,363,249,2354,601,133,235136
272133,4418,2162,1452,2059,799,4710,233556
150612,15634,4645,5555,3354,5606,211,232653
334589,19783,956,635,1059,2211,282,232264
260360,8462,1157,1449,2613,1117,341,231945
295736,18886,1686,878,1321,4809,2505,230799
166964,16300,2267,2611,3467,14056,107,229706
79497,4512,196,197,12211,3334,185,227107
231007,9359,4573,2004,2312,3220,875,226066
126170,9092,161,256,11357,3780,261,225440
209714,22075,2469,955,5742,5815,368,222422
368870,4122,891,113,2179,510,1380,221713
291423,17808,2976,873,1553,3498,335,220841
259203,20807,2493,712,1781,8119,391,219826
196819,17545,571,599,5024,8719,4361,214319
354572,3129,583,251,2062,386,3015,210723
270500,1580,820,1934,564,484,1478,207038
1854467,87648,26829,8353,39858,68649,83951,1635467
1992739,69693,22349,10924,30330,16696,39609,1614801
1585443,96576,15340,5840,7368,38940,1682,1193336
1482003,35817,3633,7389,10396,12974,32651,1074245
1596344,107077,11812,3788,12216,47248,1333,1065604
1418326,71211,36325,4490,3775,17979,1452,995499
1246148,31869,4341,7689,7636,11109,32664,960715
1440386,81706,2511,3195,9551,38842,11462,947719
747296,82619,6529,5038,20596,61108,1743,915678
677874,73367,6729,2109,31103,96076,2203,866622
1045962,45829,493,1166,18587,5163,13469,853663
986174,79598,8464,2352,11817,35950,1408,824163
1232684,23974,1223,703,9374,3977,1180,768970
645995,59860,3964,1399,22054,60151,1029,736927
1086184,42121,8184,2040,2307,14757,791,727986
603949,66030,4609,1113,20914,55128,1434,712835
738074,61552,3730,1185,16866,42006,5276,712281
624918,40941,4935,6829,6246,21206,1400,684370
1007822,617,3250,4915,9,11100,810,675491
629378,81768,5209,1551,16476,64500,6036,641419
313040,35683,728,1216,28506,43189,3716,627423
603009,98102,3509,2579,13437,161116,817,607639
736667,23989,5487,866,4437,14115,1029,597212
656352,97793,5156,1493,10403,68551,1990,584748
1195195,8870,1700,3610,2989,799,16898,559978
315235,44393,2984,2115,23271,58701,6419,544997
694713,39187,1185,1041,6578,27023,1715,539678
573359,41744,3380,887,8109,28087,4219,503510
623342,41294,5209,1100,4482,25272,3219,498009
406770,11632,25781,4964,1997,5241,1786,496155
453007,18712,6474,2331,5567,17793,3326,480322
492964,29927,14273,1438,3826,16667,942,475825
823430,24245,1725,1203,1514,3729,2129,472155
624743,27576,2030,1750,2194,3615,703,467555
543446,9834,2087,867,7689,2986,9379,464870
444831,22878,4375,1108,7611,16248,2734,456813
553221,26812,5927,1465,1650,6409,902,443711
372510,28595,4765,1299,8902,13767,2810,442820
379564,20414,3674,2226,11103,16808,3579,436863
318589,19344,3998,4049,12183,9815,7805,436272
539627,14829,6249,944,1955,8965,571,435724
428440,44129,4536,2244,6691,65011,494,411082
351820,16041,7860,1077,6906,12789,1290,406957
451544,12725,1137,1982,5805,1078,5440,404505
456808,16956,12178,2002,3466,10631,2186,400996
355592,39845,5628,2098,10060,49184,1448,400430
318324,30881,1967,1531,10775,13261,3397,387577
323086,8907,287,562,10345,5910,434,386055
334966,18761,946,1095,9866,9656,1026,375433
309466,25429,1317,704,10991,16791,386,372526
298862,37344,2760,956,12302,36671,1208,371055
434529,7228,54,215,6933,1397,7642,358791
437311,31870,2317,2286,2004,7399,461,357436
303164,15521,7449,2870,3544,6747,3415,349265
387531,10971,1518,2719,2505,4266,404,347211
247788,18345,5429,1237,8390,12212,2008,337513
375530,35422,7149,1193,3756,10642,2163,332206
240011,17704,876,538,11502,11524,3518,328053
355501,23129,671,470,6165,8939,584,315611
404387,38,8783,1416,37,1349,153,315430
352715,11131,3453,1384,3744,7116,3544,309420
361026,20021,1481,1398,2132,7032,1205,299647
330091,9635,419,795,5024,6534,8983,293663
340765,6208,223,565,5187,814,9716,293205
331437,45329,1234,1347,3596,13122,737,292175
308815,31138,1651,1222,4043,9935,1039,285465
323687,9566,1334,1655,3111,1284,408,284993
336555,13527,2229,375,1313,8680,363,275686
210791,20632,2696,1794,6321,7041,1562,270366
413635,16771,734,613,781,3607,243,266401
289765,25122,1618,588,4486,14152,928,265446
359547,19945,1624,774,1375,3093,585,256646
290862,9002,770,1603,1873,7897,5200,255284
342500,6166,761,2275,1040,566,7890,254910
288302,25820,1121,738,3407,9769,1019,254000
315930,23988,1997,813,2252,13482,548,252850
407831,3657,650,275,2524,482,3359,248893
86428,4798,208,209,13228,3605,197,247836
245331,18176,1196,730,5048,8872,997,247831
288274,22089,1921,1097,2644,8200,919,244117
229118,6332,1082,770,3794,4160,481,242878
156582,16068,4808,5724,3475,5799,218,242183
247413,9816,4790,2116,2459,3379,900,241995
307800,19705,1730,913,1382,5020,2553,240477
346502,20207,970,644,1085,2264,307,237432
275089,4452,2167,1456,2077,808,4755,236431
132958,9393,168,265,11760,3938,272,235928
170666,16557,2289,2695,3534,14335,108,235124
232195,11260,690,952,4548,2689,834,229638
214400,22203,2485,966,5768,5871,372,225700
263133,21018,2515,721,1802,8212,394,222895
293965,17882,2978,879,1560,3506,340,222599
199276,17683,572,603,5076,8818,4398,216838
282739,1647,834,2017,594,508,1527,216158
255986,4730,3566,934,655,1084,959,209751
320574,13603,596,305,1788,1727,128,208899
132289,10295,486,1338,7980,2769,1842,207994
263300,2961,242,204,2806,779,631,207872
207499,4841,328,1512,2734,1071,2579,206761
255306,5551,275,766,2071,1230,2253,205030
1856322,87703,26857,8356,39880,68710,84015,1636207
1994246,69737,22366,10924,30344,16708,39625,1615304
1586113,96605,15348,5841,7369,38951,1682,1193574
1483149,35834,3633,7390,10403,12982,32658,1074686
1596978,107093,11814,3790,12218,47256,1335,1065814
1419251,71229,36347,4490,3774,17987,1453,995805
1246785,31880,4343,7693,7638,11111,32665,960969
1442092,81763,2513,3196,9559,38886,11476,948256
748920,82731,6543,5044,20625,61223,1743,916969
681233,73577,6743,2117,31193,96373,2207,869330
1049059,45928,494,1167,18642,5175,13508,854960
988070,79694,8472,2355,11831,35993,1410,825012
1233644,23980,1226,703,9375,3977,1180,769306
649284,60010,3971,1406,22106,60307,1037,738750
1086826,42139,8186,2040,2308,14761,791,728245
605844,66159,4615,1115,20947,55235,1439,713959
738466,61572,3731,1185,16871,42025,5280,712516
629325,41100,4969,6873,6271,21318,1413,687586
1009244,618,3250,4916,9,11111,810,675971
635483,82269,5247,1559,16577,64923,6089,645115
314285,35800,733,1219,28591,43338,3729,628994
603226,98130,3511,2580,13440,161155,817,607843
737112,23994,5488,866,4437,14121,1029,597413
656690,97832,5159,1493,10410,68587,1990,584929
1199020,8889,1707,3623,2997,801,16927,561619
317006,44576,2990,2120,23383,58928,6444,546818
695783,39243,1185,1043,6586,27069,1720,540099
574570,41785,3384,889,8116,28121,4227,504077
623526,41300,5212,1100,4483,25280,3219,498106
407126,11641,25799,4968,1996,5246,1786,496496
453212,18715,6482,2331,5568,17793,3330,480443
493259,29930,14274,1438,3828,16670,942,475960
827552,24340,1737,1206,1519,3751,2141,472348
624953,27582,2030,1750,2194,3618,703,467641
544226,9843,2089,868,7699,2988,9391,465296
445061,22882,4375,1108,7614,16256,2735,456813
554663,26854,5946,1466,1650,6418,903,444332
372671,28602,4765,1299,8905,13769,2811,442937
543836,14904,6285,947,1964,9022,574,437763
379913,20425,3675,2227,11109,16816,3582,437057
319481,19377,4013,4061,12206,9835,7818,437005
428767,44162,4544,2244,6691,65060,495,411304
352299,16050,7866,1077,6910,12797,1291,407349
451843,12732,1143,1982,5809,1078,5444,404694
457447,16963,12186,2003,3468,10631,2188,401311
355978,39873,5628,2099,10069,49225,1449,400674
318800,30908,1970,1532,10792,13277,3407,388027
323500,8911,287,562,10348,5912,435,386336
307269,38302,2831,965,12640,37690,1236,378342
336500,18795,947,1097,9901,9673,1032,376439
309606,25429,1317,704,10990,16791,386,372586
435505,7241,54,216,6945,1400,7655,359429
438471,31939,2322,2292,2009,7417,461,358088
303323,15525,7450,2870,3542,6747,3415,349390
388661,11000,1522,2732,2512,4275,404,347961
248020,18353,5433,1238,8400,12224,2008,337716
375740,35434,7151,1193,3756,10642,2165,332326
240626,17744,877,540,11522,11558,3523,328617
357267,23259,675,471,6204,9006,585,316697
405183,38,8798,1419,37,1351,154,315928
353624,11153,3462,1388,3756,7134,3554,309974
361235,20030,1482,1398,2133,7038,1205,299683
330626,9646,419,796,5031,6542,8997,293931
340811,6208,223,565,5186,814,9717,293225
332441,45402,1238,1348,3602,13149,739,292623
325734,9591,1341,1664,3130,1292,410,286379
309211,31152,1652,1222,4045,9938,1041,285726
336840,13536,2231,375,1314,8688,363,275840
210980,20643,2698,1794,6330,7047,1562,270525
413749,16771,734,613,781,3607,243,266453
291728,25224,1621,588,4499,14213,935,266446
359674,19947,1624,774,1376,3095,585,256727
291064,9004,770,1603,1873,7897,5204,255392
342612,6167,761,2278,1040,566,7891,254989
288541,25835,1121,739,3408,9777,1019,254151
315989,23993,1997,813,2252,13484,548,252883
409560,3667,652,277,2534,483,3380,249753
86836,4816,208,210,13275,3621,199,248420
245593,18193,1198,730,5054,8880,999,247984
288425,22100,1922,1098,2646,8208,920,244438
229291,6334,1084,770,3793,4161,481,242992
247919,9827,4793,2120,2463,3381,902,242376
156732,16074,4811,5729,3478,5807,218,242299
308325,19732,1732,914,1383,5025,2554,240780
346859,20217,971,645,1086,2267,307,237476
275174,4452,2167,1456,2077,808,4755,236476
133169,9402,168,265,11777,3946,273,236113
170803,16573,2294,2698,3539,14352,108,235293
232616,11283,692,953,4559,2696,835,229928
214541,22206,2485,967,5768,5871,372,225756
263209,21025,2515,721,1802,8214,394,222940
294023,17884,2979,879,1560,3506,340,222617
199359,17687,572,603,5079,8822,4399,216906
283212,1652,835,2021,595,508,1530,216180
256386,4734,3568,937,657,1087,960,209973
321734,13631,600,305,1790,1727,128,209506
265045,2979,242,204,2818,781,633,208609
132394,10301,486,1344,7988,2771,1842,208122
207749,4847,328,1511,2736,1072,2579,206787
256177,5565,280,767,2080,1233,2261,205544
1859128,87801,26909,8368,39937,68825,84100,1638028
1996352,69808,22391,10941,30374,16733,39680,1616570
